category,word,cefr,cocaRank,pos,reason,oxfordDef
house-building,"tent",b1,3563,noun|verb,imsky:nouns/houses,"a shelter made of a large sheet of canvas, nylon, etc. that is supported by poles and ropes fixed to the ground, and is "
house-building,"grain",b1,3574,noun,imsky:nouns/construction,"the small hard seeds of food plants such as wheat, rice, etc.; a single seed of such a plant"
house-building,"rent",b1,3603,noun|verb,imsky:nouns/real_estate,"an amount of money that you regularly pay so that you can use a house, room, etc."
house-building,"cottage",b1,,noun,imsky:nouns/buildings,"a small house, especially in the country"
house-building,"reveal",b2,1011,noun|verb,imsky:nouns/construction,"to make something known to somebody"
house-building,"core",b2,1754,noun|adjective,imsky:nouns/construction,"most important; main or essential"
house-building,"panel",b2,1801,noun,imsky:nouns/architecture,"a square or rectangular piece of wood, glass or metal that forms part of a larger surface such as a door or wall"
house-building,"grant",b2,1888,noun|verb,imsky:nouns/real_estate,"a sum of money that is given by the government or by another organization to be used for a particular purpose"
house-building,"jail",b2,2453,noun|verb,imsky:nouns/buildings,"a prison"
house-building,"assumption",b2,2521,noun,imsky:nouns/real_estate,"a belief or feeling that something is true or that something will happen, although there is no proof"
house-building,"index",b2,2653,noun,imsky:nouns/real_estate,"a list of names or topics that are referred to in a book, etc., usually arranged at the end of a book in alphabetical or"
house-building,"steel",b2,2657,noun|adjective,imsky:nouns/metals,"a strong, hard metal that is made of a mixture of iron and carbon"
house-building,"mortgage",b2,2894,noun,imsky:nouns/real_estate,"a legal agreement by which a bank or similar organization lends you money to buy a house, etc., and you pay the money ba"
house-building,"stable",b2,3120,noun|adjective,imsky:nouns/buildings,"fixed or steady; not likely to move, change or fail"
house-building,"pitch",b2,3266,noun|verb,imsky:nouns/construction,"an area of ground specially prepared and marked for playing a sports game"
house-building,"circuit",b2,3278,noun,imsky:nouns/construction,"a line, route or journey around a place"
house-building,"margin",b2,3326,noun,imsky:nouns/real_estate,"the empty space at the side of a written or printed page"
house-building,"inflation",b2,3343,noun,imsky:nouns/real_estate,"a general rise in the prices of services and goods in a particular country, resulting in a fall in the value of money; t"
house-building,"trap",b2,3560,noun|verb,imsky:nouns/construction,"a piece of equipment for catching animals"
house-building,"landing",b2,4203,noun,imsky:nouns/construction,"an act of bringing an aircraft or a spacecraft down to the ground after a journey"
house-building,"slope",b2,4219,noun|verb,imsky:nouns/construction,"a surface or piece of land that slopes (= is higher at one end than the other)"
house-building,"monument",b2,4990,noun,imsky:nouns/buildings,"a building, column, statue, etc. built to remind people of a famous person or event"
house-building,"mosque",b2,,noun,imsky:nouns/buildings,"a building where Muslims go to worship (= praise God)"
house-building,"theater",,1504,noun,imsky:nouns/buildings,""
house-building,"buck",c1,2362,noun,imsky:nouns/construction,"a US, Australian or New Zealand dollar; a South African rand; an Indian rupee"
house-building,"acre",c1,3209,noun,imsky:nouns/construction,"a unit for measuring an area of land; 4 840 square yards or about 4 050 square metres"
house-building,"buyer",,3253,noun,imsky:nouns/real_estate,""
house-building,"oak",,3745,noun,imsky:nouns/wood,""
house-building,"ranch",,3965,noun,imsky:nouns/houses,""
house-building,"equity",,4008,noun,imsky:nouns/real_estate,""
yard-outdoor,"rock",a2,963,verb|noun,manual-pin,"the hard solid material that forms part of the surface of the earth and some other planets"
yard-outdoor,"grass",a2,2490,noun,manual-pin,"a common wild plant with narrow green leaves and stems that are eaten by cows, horses, sheep, etc."
yard-outdoor,"branch",b1,2159,noun,manual-pin,"a part of a tree that grows out from the main stem and on which leaves, flowers and fruit grow"
yard-outdoor,"soil",b1,2244,noun,manual-pin,"the top layer of the earth in which plants, trees, etc. grow"
yard-outdoor,"dirt",b1,3098,noun,manual-pin,"any substance that makes something dirty, for example dust, soil or mud"
yard-outdoor,"mud",b1,4210,noun,manual-pin,"wet earth that is soft and sticky"
yard-outdoor,"root",b2,1976,noun|verb,manual-pin,"the part of a plant that grows under the ground and takes in water and minerals that it sends to the rest of the plant"
yard-outdoor,"slide",b2,2632,noun|verb,manual-pin,"one page of an electronic presentation, that may contain text and images, that is usually viewed on a computer screen or"
yard-outdoor,"deck",b2,3171,noun,manual-pin,"the top outside floor of a ship or boat"
yard-outdoor,"bush",b2,4291,noun,manual-pin,"a plant that grows thickly with several hard stems coming up from the root"
yard-outdoor,"swing",c1,2830,noun|verb,manual-pin,"a swinging movement or rhythm"
yard-outdoor,"lawn",c1,3653,noun,manual-pin,"an area of ground covered in short grass in a garden or park, or used for playing a game on"
yard-outdoor,"trunk",,4090,noun,manual-pin,""
yard-outdoor,"pond",c1,4560,noun,manual-pin,"a small area of still water, especially one that is artificial"
yard-outdoor,"weed",c1,4687,noun,manual-pin,"a wild plant growing where it is not wanted, especially among crops or garden plants"
yard-outdoor,"backyard",,4817,noun,manual-pin,""
yard-outdoor,"sprinkler",,,,manual-pin,""
yard-outdoor,"hose",,,,manual-pin,""
yard-outdoor,"shovel",,,,manual-pin,""
yard-outdoor,"rake",,,noun,manual-pin,""
yard-outdoor,"broom",,,,manual-pin,""
yard-outdoor,"wheelbarrow",,,,manual-pin,""
yard-outdoor,"flowerbed",,,,manual-pin,""
yard-outdoor,"mulch",,,,manual-pin,""
yard-outdoor,"pebble",,,,manual-pin,""
yard-outdoor,"puddle",,,noun,manual-pin,""
yard-outdoor,"mound",,,,manual-pin,""
yard-outdoor,"compost",,,,manual-pin,""
yard-outdoor,"leaves",,,,manual-pin,""
yard-outdoor,"twig",,,noun,manual-pin,""
yard-outdoor,"stump",,,,manual-pin,""
yard-outdoor,"shrub",,,noun,manual-pin,""
yard-outdoor,"hedge",,,,manual-pin,""
yard-outdoor,"patio",,,noun,manual-pin,""
yard-outdoor,"lawnmower",,,,manual-pin,""
yard-outdoor,"sandbox",,,,manual-pin,""
yard-outdoor,"treehouse",,,,manual-pin,""
yard-outdoor,"birdhouse",,,,manual-pin,""
yard-outdoor,"beehive",,,,manual-pin,""
yard-outdoor,"anthill",,,,manual-pin,""
yard-outdoor,"spiderweb",,,,manual-pin,""
yard-outdoor,"fertilizer",,,,manual-pin,""
yard-outdoor,"pesticide",,,,manual-pin,""
yard-outdoor,"pollen",,,noun,manual-pin,""
yard-outdoor,"thorn",,,noun,manual-pin,""
yard-outdoor,"world",a1,134,noun,imsky:nouns/geography,"the earth, with all its countries, peoples and natural features"
yard-outdoor,"country",a1,190,noun,imsky:nouns/geography,"an area of land that has or used to have its own government and laws"
yard-outdoor,"city",a1,222,noun,imsky:nouns/geography,"a large and important town"
yard-outdoor,"area",a1,296,noun,imsky:nouns/geography,"part of a place, town, etc., or a region of a country or the world"
yard-outdoor,"air",a1,455,noun,yle:world_around_us,"the mixture of gases that surrounds the earth and that we breathe"
yard-outdoor,"town",a1,553,noun,yle:world_around_us,"a place with many houses, shops, etc. where people live and work. It is larger than a village but smaller than a city."
yard-outdoor,"star",a1,578,noun|verb,yle:world_around_us,"a large ball of burning gas in space that we see as a point of light in the sky at night"
yard-outdoor,"fire",a1,670,noun|verb,yle:world_around_us,"the flames, light and heat, and often smoke, that are produced when something burns"
yard-outdoor,"dog",a1,671,noun,yle:animals,"an animal with four legs and a tail, often kept as a pet or trained for work, for example hunting or guarding buildings."
yard-outdoor,"land",a1,689,noun|verb,imsky:nouns/geography,"the surface of the earth that is not sea"
yard-outdoor,"sound",a1,697,noun|verb|adjective,imsky:nouns/geography,"something that you can hear"
yard-outdoor,"north",a1,703,noun|adjective|adverb,imsky:nouns/geography,"in or towards the north"
yard-outdoor,"tree",a1,718,noun,imsky:nouns/plants,"a tall plant that can live a long time. Trees have a thick central wooden trunk from which branches grow, usually with l"
yard-outdoor,"animal",a1,780,noun,yle:animals,"a creature that is not a bird, a fish, a reptile, an insect or a human"
yard-outdoor,"south",a1,801,noun|adjective|adverb,imsky:nouns/geography,"in or towards the south"
yard-outdoor,"west",a1,829,noun|adjective|adverb,imsky:nouns/geography,"in or towards the west"
yard-outdoor,"east",a1,878,noun|adjective|adverb,imsky:nouns/geography,"in or towards the east"
yard-outdoor,"river",a1,960,noun,imsky:nouns/geography,"a natural flow of water that continues in a long line across land to the sea"
yard-outdoor,"island",a1,979,noun,imsky:nouns/geography,"a piece of land that is completely surrounded by water"
yard-outdoor,"mountain",a1,1097,noun,imsky:nouns/geography,"a very high hill, often with rocks near the top"
yard-outdoor,"sea",a1,1124,noun,imsky:nouns/geography,"the salt water that covers most of the earth’s surface and surrounds its continents and islands"
yard-outdoor,"key",a1,1149,noun|adjective|verb,imsky:nouns/geography,"most important; essential"
yard-outdoor,"capital",a1,1267,noun|adjective,imsky:nouns/geography,"having the form and size used at the beginning of a sentence or a name"
yard-outdoor,"garden",a1,1341,noun,imsky:nouns/plants,"a piece of land next to or around your house where you can grow flowers, fruit, vegetables, etc., usually with a lawn (="
yard-outdoor,"bird",a1,1368,noun,yle:animals,"a creature that is covered with feathers and has two wings and two legs. Most birds can fly."
yard-outdoor,"horse",a1,1381,noun,yle:animals,"a large animal with four legs, a mane (= long thick hair on its neck) and a tail. Horses are used for riding on, pulling"
yard-outdoor,"cat",a1,1603,noun,yle:animals,"a small animal with soft fur that people often keep as a pet. Cats catch and kill birds and mice."
yard-outdoor,"map",a1,1614,noun|verb,imsky:nouns/geography,"a drawing or plan of the earth’s surface or part of it, showing countries, towns, rivers, etc."
yard-outdoor,"village",a1,1673,noun,yle:world_around_us,"a very small town located in a country area"
yard-outdoor,"chicken",a1,1713,noun,imsky:nouns/birds,"a large bird that is often kept for its eggs or meat"
yard-outdoor,"flower",a1,1850,noun,imsky:nouns/plants,"the coloured part of a plant from which the seed or fruit develops. Flowers usually grow at the end of a stem and last o"
yard-outdoor,"fruit",a1,1947,noun,imsky:nouns/plants,"the part of a plant that consists of one or more seeds and a soft inner part, can be eaten as food and usually tastes sw"
yard-outdoor,"mouse",a1,2801,noun,yle:animals,"a small animal that is covered in fur and has a long thin tail. Mice live in fields, in people’s houses or where food is"
yard-outdoor,"chart",a1,2862,noun|verb,imsky:nouns/geography,"a diagram, lists of figures, etc. that shows information"
yard-outdoor,"lion",a1,3184,noun,yle:animals,"a large, powerful animal of the cat family that hunts in groups and lives in parts of Africa and southern Asia. Lions ha"
yard-outdoor,"cow",a1,3308,noun,yle:animals,"a large animal kept on farms to produce milk or beef"
yard-outdoor,"snake",a1,3708,noun,yle:animals,"a reptile with a very long thin body and no legs. There are many types of snake, some of which are poisonous."
yard-outdoor,"sheep",a1,4450,noun,yle:animals,"an animal with a thick coat, kept on farms for its meat (called mutton or lamb) or its wool"
yard-outdoor,"elephant",a1,4490,noun,yle:animals,"a very large animal with thick grey skin, large ears, two curved outer teeth called tusks and a long nose called a trunk"
yard-outdoor,"field",a2,511,noun,yle:world_around_us,"an area of land in the country used for growing crops or keeping animals in, usually surrounded by a fence, etc."
yard-outdoor,"source",a2,612,noun,imsky:nouns/geography,"a place, person or thing that you get something from"
yard-outdoor,"ground",a2,619,noun,yle:world_around_us,"the solid surface of the earth"
yard-outdoor,"earth",a2,725,noun,yle:world_around_us,"the world; the planet that we live on"
yard-outdoor,"degree",a2,855,noun,imsky:nouns/geography,"a unit for measuring temperature"
yard-outdoor,"region",a2,912,noun,imsky:nouns/geography,"a large area of land, usually without exact limits or borders"
yard-outdoor,"environment",a2,950,noun,yle:world_around_us,"the natural world in which people, animals and plants live"
yard-outdoor,"lake",a2,1347,noun,imsky:nouns/geography,"a large area of water that is surrounded by land"
yard-outdoor,"planet",a2,1366,noun,yle:world_around_us,"a large round object in space that moves around a star (such as the sun) and receives light from it"
yard-outdoor,"forest",a2,1531,noun,imsky:nouns/plants,"a large area of land that is thickly covered with trees"
yard-outdoor,"wild",a2,1534,adjective,yle:animals,"living or growing in natural conditions; not kept in a house or on a farm"
yard-outdoor,"wood",a2,1572,noun|adjective,imsky:nouns/plants,"the hard material that the trunk and branches of a tree are made of; this material when it is used to build or make thin"
yard-outdoor,"moon",a2,1708,noun,yle:world_around_us,"the round object that moves around the earth once every 27½ days and shines at night by light reflected from the sun"
yard-outdoor,"bear",a2,1870,noun|verb,yle:animals,"a heavy wild animal with thick fur and sharp claws (= pointed parts on the ends of its feet). There are many types of be"
yard-outdoor,"ocean",a2,1885,noun,imsky:nouns/geography,"the mass of salt water that covers most of the earth’s surface"
yard-outdoor,"desert",a2,2705,noun|adjective|verb,imsky:nouns/geography,"a large area of land that has very little water and very few plants growing on it. Many deserts are covered by sand."
tools-repairs,"spring",a1,1169,noun|verb,manual-pin,"the season between winter and summer when plants begin to grow"
tools-repairs,"paint",a1,1991,noun|verb,manual-pin,"a liquid that is put on surfaces to give them a particular colour; a layer of this liquid when it has dried on a surface"
tools-repairs,"replace",a2,1276,verb,manual-pin,"to be used instead of somebody/something else; to do something instead of somebody/something else"
tools-repairs,"mark",a2,1932,noun|verb,manual-pin,"a written or printed symbol that is used as a sign of something, for example the quality of something or who made or own"
tools-repairs,"gap",a2,2258,noun,manual-pin,"a space where something is missing"
tools-repairs,"nut",a2,2984,noun,manual-pin,"a small hard fruit with a very hard shell that grows on some trees"
tools-repairs,"level",b1,354,noun|adjective|verb,manual-pin,"having a flat surface that does not slope"
tools-repairs,"cut",b1,467,noun|verb,manual-pin,"a wound caused by something sharp"
tools-repairs,"measure",b1,1032,noun|verb,manual-pin,"an official action that is done in order to achieve a particular aim"
tools-repairs,"file",b1,1359,noun|verb,manual-pin,"a box or folded piece of card for keeping loose papers together and in order"
tools-repairs,"tape",b1,1884,noun,manual-pin,"a long, narrow piece of material with a sticky substance on one side that is used for sticking things together"
tools-repairs,"sand",b1,2522,noun,manual-pin,"a substance that consists of very small fine grains of rock. Sand is found on beaches, in deserts, etc."
tools-repairs,"battery",b1,2744,noun,manual-pin,"a device that is placed inside a car engine, clock, radio, etc. and that produces the electricity that makes it work"
tools-repairs,"nail",b1,3678,noun,manual-pin,"the thin hard layer covering the outer tip of the fingers or toes"
tools-repairs,"repair",b1,4204,verb|noun,manual-pin,"an act of repairing something"
tools-repairs,"fix",b2,1482,verb|noun,manual-pin,"a solution to a problem, especially an easy or temporary one"
tools-repairs,"install",b2,2400,verb,manual-pin,"to fix equipment or furniture into position so that it can be used"
tools-repairs,"adjust",b2,2464,verb,manual-pin,"to change something slightly to make it more suitable for a new set of conditions or to make it work better"
tools-repairs,"switch",b2,2514,noun|verb,manual-pin,"a small device that you press or move up and down in order to turn a light or piece of electrical equipment on and off"
tools-repairs,"extension",b2,3154,noun,manual-pin,"the act of increasing the area of activity, group of people, etc. that is affected by something"
tools-repairs,"crack",b2,3406,verb|noun,manual-pin,"a line on the surface of something where it has broken but not split into separate parts"
tools-repairs,"mount",b2,3655,verb|noun,manual-pin,"to organize and begin something"
tools-repairs,"ladder",b2,,noun,manual-pin,"a piece of equipment for climbing up and down a wall, the side of a building, etc., consisting of two lengths of wood or"
tools-repairs,"screw",c1,3020,noun|verb,manual-pin,"a thin pointed piece of metal like a nail with a raised spiral line (called a thread) along it and a line or cross cut i"
tools-repairs,"drill",,4645,noun|verb,manual-pin,""
tools-repairs,"cord",,4915,noun,manual-pin,""
tools-repairs,"leak",c1,5009,noun|verb,manual-pin,"a small hole that lets liquid or gas flow in or out of something by accident"
tools-repairs,"hammer",,5045,noun,manual-pin,""
tools-repairs,"screwdriver",,,,manual-pin,""
tools-repairs,"wrench",,,,manual-pin,""
tools-repairs,"saw",,,,manual-pin,""
tools-repairs,"pliers",,,,manual-pin,""
tools-repairs,"tape measure",,,,manual-pin,""
tools-repairs,"glue",,,noun|verb,manual-pin,""
tools-repairs,"duct tape",,,,manual-pin,""
tools-repairs,"sandpaper",,,,manual-pin,""
tools-repairs,"paintbrush",,,,manual-pin,""
tools-repairs,"roller",,,,manual-pin,""
tools-repairs,"stepstool",,,,manual-pin,""
tools-repairs,"toolbox",,,,manual-pin,""
tools-repairs,"workbench",,,,manual-pin,""
tools-repairs,"clamp",,,,manual-pin,""
tools-repairs,"vise",,,,manual-pin,""
tools-repairs,"hinge",,,,manual-pin,""
tools-repairs,"latch",,,,manual-pin,""
tools-repairs,"bolt",,,verb,manual-pin,""
tools-repairs,"washer",,,,manual-pin,""
tools-repairs,"spanner",,,,manual-pin,""
tools-repairs,"mallet",,,noun,manual-pin,""
tools-repairs,"crowbar",,,,manual-pin,""
tools-repairs,"pickaxe",,,,manual-pin,""
tools-repairs,"axe",,,,manual-pin,""
tools-repairs,"chisel",,,verb,manual-pin,""
tools-repairs,"plunger",,,,manual-pin,""
tools-repairs,"utility knife",,,,manual-pin,""
tools-repairs,"flashlight",,,verb,manual-pin,""
tools-repairs,"plug",,,,manual-pin,""
tools-repairs,"socket",,,,manual-pin,""
tools-repairs,"fuse",,,noun,manual-pin,""
tools-repairs,"faucet",,,noun,manual-pin,""
tools-repairs,"rust",,,adjective,manual-pin,""
tools-repairs,"tighten",,,,manual-pin,""
tools-repairs,"loosen",,,,manual-pin,""
tools-repairs,"unclog",,,,manual-pin,""
tools-repairs,"rewire",,,,manual-pin,""
tools-repairs,"weld",,,,manual-pin,""
tools-repairs,"solder",,,,manual-pin,""
tools-repairs,"screw in",,,,manual-pin,""
tools-repairs,"screw out",,,,manual-pin,""
tools-repairs,"drill in",,,,manual-pin,""
tools-repairs,"unscrew",,,,manual-pin,""
home-items,"fan",a2,895,noun|verb,manual-pin,"a person who admires somebody/something or enjoys watching or listening to somebody/something very much"
home-items,"sheet",a2,2079,noun,manual-pin,"a large piece of thin cloth used on a bed to lie on or lie under"
home-items,"oven",a2,3395,noun,manual-pin,"the part of a cooker that is like a box with a door on the front, in which food is cooked or heated"
home-items,"carpet",a2,4452,noun,manual-pin,"a piece of thick woven material made of wool, etc., used to cover the floor of a room or stairs; the material used for c"
home-items,"lamp",a2,4541,noun,manual-pin,"a device that uses electricity, oil or gas to produce light"
home-items,"cupboard",a2,,noun,manual-pin,"a piece of furniture with doors and shelves used for storing dishes, food, clothes, etc."
home-items,"fridge",a2,,noun,manual-pin,"a piece of electrical equipment in which food is kept cold so that it stays fresh"
home-items,"remote",b1,3176,noun|adjective,manual-pin,"far away from places where other people live"
home-items,"curtain",b1,4222,noun,manual-pin,"a piece of cloth that is hung to cover a window"
home-items,"blanket",b2,3661,noun,manual-pin,"a large cover, often made of wool, used especially on beds to keep people warm"
home-items,"cabinet",c1,3362,noun,manual-pin,"a group of senior members of a government that is responsible for advising and deciding on government policy"
home-items,"closet",,3591,noun,manual-pin,""
home-items,"pillow",,4547,noun,manual-pin,""
home-items,"drawer",,4892,noun,manual-pin,""
home-items,"mattress",,,,manual-pin,""
home-items,"duvet",,,,manual-pin,""
home-items,"comforter",,,,manual-pin,""
home-items,"blinds",,,,manual-pin,""
home-items,"rug",,,noun,manual-pin,""
home-items,"doormat",,,,manual-pin,""
home-items,"wardrobe",,,noun,manual-pin,""
home-items,"dresser",,,,manual-pin,""
home-items,"nightstand",,,,manual-pin,""
home-items,"chandelier",,,,manual-pin,""
home-items,"heater",,,noun,manual-pin,""
home-items,"cooler",,,noun,manual-pin,""
home-items,"freezer",,,,manual-pin,""
home-items,"microwave",,,verb,manual-pin,""
home-items,"stove",,,,manual-pin,""
home-items,"toaster",,,,manual-pin,""
home-items,"kettle",,,noun,manual-pin,""
home-items,"blender",,,,manual-pin,""
home-items,"mixer",,,,manual-pin,""
home-items,"dishwasher",,,,manual-pin,""
home-items,"washer",,,,manual-pin,""
home-items,"dryer",,,,manual-pin,""
home-items,"vacuum",,,,manual-pin,""
home-items,"charger",,,,manual-pin,""
home-items,"game",a1,210,noun,imsky:nouns/phones,"an activity that you do to have fun, often one that has rules and that you can win or lose; the equipment for a game"
home-items,"number",a1,211,noun|verb,imsky:nouns/phones,"a word or symbol that represents an amount or a quantity"
home-items,"room",a1,264,noun,yle:home,"a part of a building that has its own walls, floor and ceiling and is usually used for a particular purpose"
home-items,"street",a1,402,noun,yle:home,"a public road in a city or town that has houses and buildings on one side or both sides"
home-items,"table",a1,407,noun|verb,yle:home,"a piece of furniture that consists of a flat top supported by legs"
home-items,"phone",a1,493,noun|verb,imsky:nouns/phones,"a piece of equipment for talking to people who are not in the same place as you"
home-items,"model",a1,505,noun|verb,yle:toys,"a copy of something, usually smaller than the original object"
home-items,"picture",a1,583,noun|verb,yle:home,"a painting or drawing, etc. that shows a scene, a person or thing"
home-items,"window",a1,714,noun,yle:home,"an opening in the wall or roof of a building, car, etc., usually covered with glass, that allows light and air to come i"
home-items,"message",a1,748,noun|verb,imsky:nouns/phones,"a written or spoken piece of information, etc. that you send to somebody or leave for somebody when you cannot speak to "
home-items,"bed",a1,767,noun,yle:home,"a piece of furniture for sleeping on"
home-items,"floor",a1,794,noun,yle:home,"the surface of a room that you walk on"
home-items,"box",a1,864,noun,imsky:nouns/containers,"a container made of wood, thick card, metal, etc. with a flat stiff base and sides and often a lid (= cover), used espec"
home-items,"camera",a1,965,noun,imsky:nouns/phones,"a piece of equipment for taking photographs, moving pictures or television pictures. It can be a separate item or part o"
home-items,"glass",a1,1022,noun|adjective,imsky:nouns/containers,"a hard, usually clear, substance used, for example, for making windows and bottles"
home-items,"address",a1,1030,verb|noun,yle:home,"details of where somebody lives or works and where letters, etc. can be sent"
home-items,"bag",a1,1084,noun|verb,imsky:nouns/containers,"a container made of cloth, leather, plastic or paper, used to carry things in, especially when shopping or travelling"
home-items,"text",a1,1109,noun|verb,imsky:nouns/phones,"any form of written material"
home-items,"radio",a1,1151,noun,yle:home,"the activity of broadcasting programmes for people to listen to; the programmes that are broadcast"
home-items,"chair",a1,1205,noun|verb,imsky:nouns/furniture,"a piece of furniture for one person to sit on, with a back, a seat and four legs"
home-items,"band",a1,1260,noun,imsky:nouns/phones,"a small group of musicians who play popular music together, often with a singer or singers"
home-items,"plane",a1,1351,noun,yle:toys,"a flying vehicle with wings and one or more engines"
home-items,"train",a1,1715,noun|verb,yle:toys,"a number of connected coaches or trucks, pulled by an engine or powered by a motor in each one, taking people and goods "
home-items,"bottle",a1,1920,noun,imsky:nouns/containers,"a glass or plastic container, usually round with straight sides and a narrow neck, used especially for storing liquids"
home-items,"desk",a1,1949,noun,yle:home,"a piece of furniture like a table, often with drawers (= parts like boxes in it with handles on the front for pulling th"
home-items,"bathroom",a1,2228,noun,yle:home,"a room in which there is a bath, a washbasin and often a toilet"
home-items,"bedroom",a1,2252,noun,yle:home,"a room for sleeping in"
home-items,"clock",a1,2725,noun,yle:home,"an instrument for measuring and showing time, in a room, on the wall of a building or on a computer screen (not worn or "
home-items,"guitar",a1,3515,noun,imsky:nouns/music_instruments,"a musical instrument that usually has six strings and that you play with your fingers or with a plectrum"
home-items,"piano",a1,3872,noun,imsky:nouns/music_instruments,"a large musical instrument played by pressing the black and white keys on the keyboard. The sound is produced by small h"
home-items,"bath",a1,4207,noun,yle:home,"a large, long container that you put water in and then get into to wash your whole body"
home-items,"can",a2,37,noun|verb,imsky:nouns/containers,"a metal container in which food and drink is sold"
home-items,"case",a2,205,noun,imsky:nouns/containers,"a particular situation or a situation of a particular type"
home-items,"voice",a2,534,noun,imsky:nouns/phones,"the sound or sounds produced through the mouth by a person speaking or singing"
home-items,"step",a2,641,noun|verb,yle:home,"one of a series of things that you do in order to achieve something"
home-items,"bar",a2,1014,noun|verb,imsky:nouns/phones,"a place where you can buy and drink alcoholic and other drinks"
home-items,"skin",a2,1166,noun,imsky:nouns/phones,"the layer of tissue that covers the body"
home-items,"screen",a2,1281,noun|verb,imsky:nouns/phones,"the flat surface at the front of a television, computer, or other electronic device, on which you see pictures or inform"
home-items,"bowl",a2,1566,noun,imsky:nouns/containers,"a deep round dish with a wide open top, used especially for holding food or liquid"
home-items,"digital",a2,1837,noun|adjective,imsky:nouns/phones,"using a system of receiving and sending information as a series of the numbers one and zero, showing that an electronic "
home-items,"speaker",a2,2022,noun,imsky:nouns/phones,"a person who gives a talk or makes a speech"
home-items,"app",a2,2126,noun,imsky:nouns/phones,"a piece of software that you can download to a device such as a smartphone or tablet, for example to look up information"
home-items,"toy",a2,2622,noun|adjective,yle:home,"made as a copy of a particular thing and used for playing with"
home-items,"upstairs",a2,3936,noun|adjective|adverb,yle:home,"on a floor of a house or other building that is higher than the one that you are on"
home-items,"download",a2,4020,noun|verb,imsky:nouns/phones,"data that is downloaded from another computer system"
home-items,"laptop",a2,4192,noun,yle:home,"a small computer that can work with a battery and be easily carried"
home-items,"diary",a2,4715,noun,yle:home,"a book in which you can write down the experiences you have each day, your private thoughts, etc."
home-items,"bin",a2,,noun,imsky:nouns/containers,"a container that you put waste in"
home-items,"downstairs",a2,,noun|adjective|adverb,yle:home,"on a floor of a house or building lower than the one you are on, especially the one at ground level"
home-items,"touch",b1,1157,noun|verb,imsky:nouns/phones,"the sense that enables you to be aware of things and what they are like when you put your hands and fingers on them"
home-items,"application",b1,1354,noun,imsky:nouns/phones,"a formal (often written) request for something, such as a job, permission to do something or a place at a college or uni"
home-items,"chest",b1,1989,noun,imsky:nouns/containers,"the top part of the front of the body, between the neck and the stomach"
home-items,"pot",b1,2548,noun,imsky:nouns/containers,"a deep round container used for cooking things in"
home-items,"string",b1,2757,noun,imsky:nouns/music_instruments,"long, thin material used for tying things together, made of several threads that have been twisted together; a piece of "
home-items,"tube",b1,3015,noun,imsky:nouns/containers,"a long, hollow pipe made of metal, plastic, rubber, etc., through which liquids or gases move from one place to another"
home-items,"bell",b1,3100,noun,imsky:nouns/music_instruments,"a hollow metal object, often like a cup in shape, that makes a ringing sound when hit by a small piece of metal inside i"
home-items,"pan",b1,3168,noun|verb,imsky:nouns/containers,""
home-items,"entrance",b1,3359,noun,yle:home,"a door, gate, passage, etc. used for entering a room, building or place"
home-items,"robot",b1,3521,noun,yle:toys,"a machine that can perform a complicated series of tasks by itself"
home-items,"helicopter",b1,3776,noun,yle:toys,"an aircraft without wings that has large blades (= long flat parts) on top that go round. It can fly straight up from th"
home-items,"container",b1,3816,noun,imsky:nouns/containers,"a box, bottle, etc. in which something can be stored or transported"
home-items,"drum",b1,4607,noun|verb|adjective,imsky:nouns/containers,"a musical instrument made of a hollow round frame with plastic or skin stretched tightly across one or both ends. You pl"
home-items,"tin",b1,,noun,imsky:nouns/containers,"a metal container in which food is sold; the contents of one of these containers"
home-items,"contract",b2,1317,noun|verb,imsky:nouns/phones,"an official written agreement"
home-items,"coverage",b2,1856,noun,imsky:nouns/phones,"the reporting of news and sport in the media"
home-items,"monster",b2,2689,noun,yle:toys,"(in stories) an imaginary creature that is very large, ugly and frightening"
home-items,"rocket",b2,2974,noun,yle:toys,"a spacecraft in the shape of a tube that is driven by a stream of gases let out behind it when fuel is burned inside"
home-items,"frequency",b2,3066,noun,imsky:nouns/phones,"the rate at which something happens or is repeated"
home-items,"basket",b2,3917,noun,imsky:nouns/containers,"a container for holding or carrying things. Baskets are made of long thin pieces of material that bends and twists easil"
home-items,"balloon",b2,4989,noun,yle:toys,"a small bag made of very thin rubber that becomes larger and rounder when you fill it with air or gas. Balloons are brig"
home-items,"packet",b2,,noun,imsky:nouns/containers,"a small container made of paper or card in which goods are packed for selling"
home-items,"bureau",,2734,noun,imsky:nouns/storage,""
home-items,"bench",c1,3219,noun,imsky:nouns/furniture,"a long seat for two or more people, usually made of wood"
home-items,"couch",,3377,noun,imsky:nouns/furniture,""
home-items,"carrier",,3440,noun,imsky:nouns/containers,""
home-items,"alien",c1,3474,noun|adjective,yle:toys,"strange and frightening; different from what you are used to"
home-items,"barrel",c1,3554,noun,imsky:nouns/containers,"a large round container, usually made of wood or metal, with flat ends and, usually, curved sides"
home-items,"doll",,4045,noun,yle:home,""
home-items,"horn",c1,4154,noun,imsky:nouns/music_instruments,"a hard pointed part that grows, usually in pairs, on the heads of some animals, such as sheep and cows. Horns are often "
home-items,"jar",,4626,noun,imsky:nouns/containers,""
home-items,"sack",c1,4742,noun|verb,imsky:nouns/containers,"to dismiss somebody from a job"
